Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year
30075662,"Aurora Rising (The Aurora Cycle, #1)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,1524720968,9781524720964,5,4.13,Knopf Books for Young Readers,Hardcover,473.0,2019.0,2019.0
84369,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",,0007202326,9780007202324,0,4.0,HarperCollins Publishers,Paperback,288.0,2005.0,1956.0
65605,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,0060764902,9780060764906,4,4.04,HarperCollins Publishers,Paperback,221.0,2005.0,1955.0
84119,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,"Lewis, C.S.",,0439861365,9780439861366,0,3.91,Scholastic Inc,Paperback,224.0,1995.0,1954.0
65641,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,,,0,3.95,HarperCollins,Paperback,243.0,2008.0,1953.0
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,006112527X,9780061125270,0,4.08,HarperCollins,Hardcover,248.0,2006.0,1952.0
121749,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,"Lewis, C.S.",,000720230X,9780007202300,0,3.97,HarperCollins Publishers,Hardcover,240.0,2005.0,1951.0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,,,0,4.22,HarperCollins Publishers,Paperback,206.0,2005.0,1950.0
27188596,"War Storm (Red Queen, #4)",Victoria Aveyard,"Aveyard, Victoria",,0062422995,9780062422996,0,3.87,HarperTeen,Hardcover,662.0,2018.0,2018.0
30226723,"King's Cage (Red Queen, #3)",Victoria Aveyard,"Aveyard, Victoria",,0062310712,9780062310712,0,3.96,HarperTeen,ebook,528.0,2017.0,2017.0
23174274,"Glass Sword (Red Queen, #2)",Victoria Aveyard,"Aveyard, Victoria",,0062310666,9780062310668,4,3.85,HarperTeen,Hardcover,444.0,2016.0,2016.0
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,0062310631,9780062310637,5,4.03,HarperTeen,Hardcover,383.0,2015.0,2015.0
12652457,"The Broken Eye (Lightbringer, #3)",Brent Weeks,"Weeks, Brent",,,,4,4.46,Orbit,Kindle Edition,846.0,2014.0,2014.0
12499290,"The Blinding Knife (Lightbringer, #2)",Brent Weeks,"Weeks, Brent",,031607991X,9780316079914,5,4.38,Orbit,Hardcover,671.0,2012.0,2012.0
7165300,"The Black Prism (Lightbringer, #1)",Brent Weeks,"Weeks, Brent",,0316075558,9780316075558,5,4.21,Orbit,Hardcover,629.0,2010.0,2010.0
20753341,"The Last Mortal Bond (Chronicle of the Unhewn Throne, #3)",Brian Staveley,"Staveley, Brian",,,,0,4.06,Tor Books,Kindle Edition,897.0,2016.0,2016.0
22055280,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",Brian Staveley,"Staveley, Brian",,0765336413,9780765336415,0,4.13,Tor Books,Hardcover,608.0,2015.0,2015.0
17910124,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",Brian Staveley,"Staveley, Brian",,0765336405,9780765336408,0,4.05,Tor Books,Hardcover,480.0,2014.0,2014.0
32726691,Storm in a Teacup: The Physics of Everyday Life,Helen Czerski,"Czerski, Helen",,,,4,4.02,Transworld Digital,Kindle Edition,282.0,2016.0,2017.0
23127048,"Air Awakens (Air Awakens, #1)",Elise Kova,"Kova, Elise",,1932549935,9781932549935,4,4.01,Silver Wing Press,Paperback,342.0,2015.0,2015.0
1888,Pride and Prejudice,Jane Austen,"Austen, Jane",,0192802380,9780192802385,5,4.27,Oxford University Press,Paperback,333.0,2004.0,1813.0
36307634,"King of Scars (King of Scars, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,5,4.19,Imprint,Kindle Edition,527.0,2019.0,2019.0
13612965,"The Bronze Key (Magisterium,  #3)",Holly Black,"Black, Holly",Cassandra Clare,0545522315,9780545522311,5,4.1,Scholastic,Hardcover,249.0,2016.0,2016.0
1166599,"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,0765302306,9780765302304,5,4.36,Tor Books,Hardcover,783.0,2009.0,2009.0
18635016,"The One (The Selection, #3)",Kiera Cass,"Cass, Kiera",,0062059998,9780062059994,4,4.18,HarperTeen,Hardcover,323.0,2014.0,2014.0
15839976,Red Rising (Red Rising Saga #1),Pierce Brown,"Brown, Pierce",,0345539788,9780345539786,5,4.23,Del Rey,Hardcover,382.0,2014.0,2014.0
1268479,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,"Sanderson, Brandon",,,,5,4.27,Self-published,ebook,688.0,2009.0,2009.0
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,0765326361,9780765326362,5,4.73,Tor Books,Hardcover,1087.0,2014.0,2014.0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,0553803719,9780553803716,5,4.17,Bantam,Hardcover,244.0,2004.0,1951.0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765326353,9780765326355,5,4.6,Tor Books,Hardcover,1007.0,2010.0,2010.0
49381341,"Peace Talks (The Dresden Files, #16)",Jim Butcher,"Butcher, Jim",,0451464419,9780451464415,0,4.21,Ace,Hardcover,340.0,2020.0,2020.0
19486421,"Skin Game (The Dresden Files, #15)",Jim Butcher,"Butcher, Jim",,0451464397,9780451464392,0,4.56,Roc,Hardcover,454.0,2014.0,2014.0
12216302,"Cold Days (The Dresden Files, #14)",Jim Butcher,"Butcher, Jim",,0451464400,9780451464408,0,4.45,Penguin Group (USA),Hardcover,515.0,2012.0,2012.0
6585201,"Changes (The Dresden Files, #12)",Jim Butcher,"Butcher, Jim",,045146317X,9780451463173,0,4.49,Roc,Hardcover,438.0,2010.0,2010.0
3475161,"Turn Coat (The Dresden Files, #11)",Jim Butcher,"Butcher, Jim",,0451462564,9780451462565,0,4.4,Roc,Hardcover,418.0,2009.0,2009.0
927979,"Small Favor (The Dresden Files, #10)",Jim Butcher,"Butcher, Jim",,0451461894,9780451461896,0,4.44,Roc,Hardcover,420.0,2008.0,2008.0
91475,"White Night (The Dresden Files, #9)",Jim Butcher,"Butcher, Jim",,0451461401,9780451461407,0,4.36,Roc,Hardcover,407.0,2007.0,2007.0
91474,"Proven Guilty (The Dresden Files, #8)",Jim Butcher,"Butcher, Jim",,0451461037,9780451461032,0,4.37,Roc,Paperback,551.0,2007.0,2006.0
17683,"Dead Beat (The Dresden Files, #7)",Jim Butcher,"Butcher, Jim",,045146091X,9780451460912,0,4.38,Roc,Mass Market Paperback,517.0,2006.0,2005.0
99383,"Blood Rites (The Dresden Files, #6)",Jim Butcher,"Butcher, Jim",,0451459873,9780451459879,0,4.27,Roc,Paperback,435.0,2004.0,2004.0
91479,"Death Masks (The Dresden Files, #5)",Jim Butcher,"Butcher, Jim",,0451459407,9780451459404,0,4.27,Roc,Mass Market Paperback,432.0,2003.0,2003.0
91476,"Grave Peril (The Dresden Files, #3)",Jim Butcher,"Butcher, Jim",,0451458443,9780451458445,5,4.13,Roc,Paperback,378.0,2001.0,2001.0
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,,,5,4.12,Orbit,Kindle Edition,280.0,2008.0,1993.0
14781491,"The Time of Contempt (The Witcher, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,0316219134,9780316219136,5,4.18,Orbit,Paperback,331.0,2013.0,1995.0
17157681,"The Hobbit, Part One",J.R.R. Tolkien,"Tolkien, J.R.R.",David Wyatt,,9780007926664,5,4.3,HarperCollins Children's Books,Paperback,230.0,2012.0,1937.0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,0553803700,9780553803709,4,4.21,Bantam Books,Hardcover,224.0,2004.0,1950.0
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles","Richard Doyle, Daniel Maclise, John Leech, Tom Thomas, Joe L. Wheeler, Daniel Müller, Narinder Dhami, Alex Marry, Britta Mümmler, Mathew Hawkings, David Clan, George Alfred Williams",1561797464,9781561797462,4,4.06,Bethany House Publishers ,Paperback,104.0,1999.0,1843.0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti",,,4,3.9,Signet Classics,Paperback,118.0,2002.0,1895.0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Tony Tanner, Juliet Stevenson, Sam Ngo, Sara Singh, Rosalind Ballaster, Ros Ballaster",,,5,4.08,Penguin Books,Paperback,409.0,2003.0,1811.0
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May",,0451529308,9780451529305,5,4.11,Signet Classics,Paperback,449.0,2004.0,1869.0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse",0451526341,9780451526342,5,3.97,Signet Classics,Mass Market Paperback,141.0,1996.0,1945.0
8492907,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,Michio Kaku,"Kaku, Michio",,0385530803,9780385530804,5,4.0,Doubleday,Hardcover,416.0,2011.0,2011.0
2094,A Briefer History of Time,Stephen Hawking,"Hawking, Stephen",Leonard Mlodinow,0553804367,9780553804362,4,4.23,Bantam,Hardcover,176.0,2005.0,1988.0
2095,The Universe in a Nutshell,Stephen Hawking,"Hawking, Stephen",,055380202X,9780553802023,4,4.17,Bantam,Hardcover,216.0,2001.0,2001.0
33418,"Parallel Worlds: A Journey through Creation, Higher Dimensions, and the Future of the Cosmos",Michio Kaku,"Kaku, Michio",,1400033721,9781400033720,5,4.2,Anchor,Paperback,361.0,2006.0,2004.0
33426,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",Michio Kaku,"Kaku, Michio",,0192861891,9780192861894,5,4.13,Oxford Univ Pr (T),Paperback,359.0,1995.0,1994.0
100006,Schrödinger's Kittens and the Search for Reality: Solving the Quantum Mysteries,John Gribbin,"Gribbin, John",Mark Evan Chimsky,0316328197,9780316328197,5,4.06,Back Bay Books,Paperback,272.0,1996.0,1984.0
215788,"The Search for Superstrings, Symmetry, and the Theory of Everything",John Gribbin,"Gribbin, John",,0316326143,9780316326148,4,3.86,Back Bay Books,Paperback,224.0,2000.0,1998.0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,076790818X,9780767908184,4,4.18,Crown Publishing Group (NY),Paperback,544.0,2004.0,2003.0
1676740,The Beat of a Different Drum: The Life and Science of Richard Feynman,Jagdish Mehra,"Mehra, Jagdish",,0198539487,9780198539483,5,4.16,"Oxford University Press, USA",Hardcover,662.0,1994.0,1994.0
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre",0399184414,9780399184413,4,3.96,Riverhead Books,Hardcover,81.0,2016.0,2014.0
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,0393609391,9780393609394,5,4.07,W. W. Norton  Company,Hardcover,208.0,2017.0,2017.0
14290364,"Champion (Legend, #3)",Marie Lu,"Lu, Marie",,0399256776,9780399256776,4,4.32,Putnam Juvenile,Hardcover,369.0,2013.0,2013.0
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,0312642962,9780312642969,5,4.25,Feiwel & Friends,Hardcover,454.0,2013.0,2013.0
35425827,"Archenemies (Renegades, #2)",Marissa Meyer,"Meyer, Marissa",,1250311446,9781250311443,5,4.3,Feiwel & Friends,ebook,560.0,2018.0,2018.0
13414446,"Prodigy (Legend, #2)",Marie Lu,"Lu, Marie",,0399256768,9780399256769,5,4.24,Putnam Juvenile,Hardcover,371.0,2013.0,2013.0
14061957,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,,,5,4.04,Henry Holt and Company,Hardcover,422.0,2014.0,2014.0
52861201,"From Blood and Ash (Blood And Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1952457009,9781952457005,0,4.3,Blue Box Press,Paperback,613.0,2020.0,2020.0
44054122,"Imagine Me (Shatter Me, #6)",Tahereh Mafi,"Mafi, Tahereh",,006267644X,9780062676443,0,3.8,HarperCollins,ebook,480.0,2020.0,2020.0
34992959,"Defy Me (Shatter Me, #5)",Tahereh Mafi,"Mafi, Tahereh",,0062676393,9780062676399,0,4.17,HarperTeen,Hardcover,357.0,2019.0,2019.0
34992929,"Restore Me (Shatter Me, #4)",Tahereh Mafi,"Mafi, Tahereh",,0062676369,9780062676368,0,4.15,HarperCollins,Hardcover,435.0,2018.0,2018.0
13188676,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,"Mafi, Tahereh",,,,0,4.38,HarperCollins ,Kindle Edition,421.0,2014.0,2014.0
13623150,"Destroy Me (Shatter Me, #1.5)",Tahereh Mafi,"Mafi, Tahereh",,0062208195,9780062208194,0,4.17,Harper,ebook,111.0,2012.0,2012.0
13104080,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,"Mafi, Tahereh",,0062085530,9780062085535,0,4.18,HarperCollins ,Hardcover,461.0,2013.0,2013.0
37642300,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,,,0,3.92,HarperCollins,Kindle Edition,357.0,2017.0,2011.0
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,,,4,4.16,Putnam Juvenile,Hardcover,305.0,2011.0,2011.0
28588345,"The Midnight Star (The Young Elites, #3)",Marie Lu,"Lu, Marie",,0399167854,9780399167850,0,4.12,G.P. Putnam's Sons Books for Young Readers,Hardcover,316.0,2016.0,2016.0
23846013,"The Rose Society (The Young Elites, #2)",Marie Lu,"Lu, Marie",,0399167846,9780399167843,0,4.05,G.P. Putnam's Sons Books for Young Readers,Hardcover,398.0,2015.0,2015.0
42771754,"Supernova (Renegades, #3)",Marissa Meyer,"Meyer, Marissa",,1250078385,9781250078384,4,4.42,Feiwel & Friends,Hardcover,552.0,2019.0,2019.0
28421168,"Renegades (Renegades, #1)",Marissa Meyer,"Meyer, Marissa",,1250044669,9781250044662,4,4.14,Feiwel & Friends,Hardcover,556.0,2017.0,2017.0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,0385534635,9780385534635,4,4.03,Doubleday,Hardcover,387.0,2011.0,2011.0
13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,"Meyer, Marissa",,0312642989,9780312642983,5,4.41,Feiwel & Friends,Hardcover,827.0,2015.0,2015.0
48829708,To Sleep in a Sea of Stars,Christopher Paolini,"Paolini, Christopher",,1250762847,9781250762849,0,3.79,Tor Books,Hardcover,878.0,2020.0,2020.0
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,0312642970,9780312642976,5,4.4,Feiwel & Friends,Hardcover,552.0,2014.0,2014.0
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,,,5,4.13,Feiwel & Friends,Hardcover,400.0,2012.0,2012.0
8447255,"The Crippled God (Malazan Book of the Fallen, #10)",Steven Erikson,"Erikson, Steven",,0593046358,9780593046357,0,4.49,Bantam Press,Hardcover,921.0,2011.0,2011.0
4703427,"Dust of Dreams (Malazan Book of the Fallen, #9)",Steven Erikson,"Erikson, Steven",,0765316552,9780765316554,0,4.31,Tom Doherty Associates,Mass Market Paperback,1280.0,2009.0,2009.0
938544,"Toll the Hounds (Malazan Book of the Fallen, #8)",Steven Erikson,"Erikson, Steven",,0765310082,9780765310088,0,4.36,Tor Books,Hardcover,1008.0,2008.0,2008.0
459064,"Reaper's Gale (Malazan Book of the Fallen, #7)",Steven Erikson,"Erikson, Steven",,0593046315,9780593046319,0,4.38,Bantam Press,Hardcover,928.0,2007.0,2007.0
478951,"The Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson,"Erikson, Steven",,0553813153,9780553813159,0,4.46,Bantam,Mass Market Paperback,1203.0,2007.0,2006.0
345299,"Midnight Tides (Malazan Book of the Fallen, #5)",Steven Erikson,"Erikson, Steven",,0553813145,9780553813142,0,4.39,Bantam,Paperback,960.0,2005.0,2004.0
55398,"House of Chains (Malazan Book of the Fallen, #4)",Steven Erikson,"Erikson, Steven",,0765348810,9780765348814,0,4.34,Tor Fantasy,Mass Market Paperback,1015.0,2007.0,2002.0
175983,"Memories of Ice (Malazan Book of the Fallen, #3)",Steven Erikson,"Erikson, Steven",,0765348802,9780765348807,0,4.43,Tor Fantasy,Mass Market Paperback,925.0,2006.0,2001.0
55401,"Deadhouse Gates (Malazan Book of the Fallen, #2)",Steven Erikson,"Erikson, Steven",,0765310023,9780765310026,0,4.21,Tor Books,Hardcover,604.0,2005.0,2000.0
56663640,"Breach of Peace (Lawful Times, #1)",Daniel B. Greene,"Greene, Daniel B.",,,9780578840789,0,3.63,,ebook,98.0,2021.0,2021.0
36307674,"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,"Bardugo, Leigh",,1510109188,9781510109186,4,4.41,Orion Children's Books,Paperback,592.0,2021.0,2021.0
39943621,"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,"Martin, George R.R.",Doug Wheatley,152479628X,9781524796280,0,3.89,Bantam,Hardcover,719.0,2018.0,2018.0
16053513,The Hobbit,J.R.R. Tolkien,"Tolkien, J.R.R.",,,,5,4.28, Houghton Mifflin Harcourt,Kindle Edition with Audio/Video,322.0,2012.0,1937.0
91478,"Summer Knight (The Dresden Files, #4)",Jim Butcher,"Butcher, Jim",,0451458923,9780451458926,5,4.25,Roc,Mass Market Paperback,446.0,2002.0,2002.0
28698036,"Secret History (Mistborn, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,,,0,4.37,"Dragonsteel Entertainment, LLC",Kindle Edition,160.0,2016.0,2016.0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,1250313074,9781250313072,0,4.04,Flatiron Books,Hardcover,459.0,2019.0,2019.0
944076,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,"Abercrombie, Joe",,0575077905,9780575077904,0,4.28,Gollancz,Trade Paperback,536.0,2008.0,2008.0
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,0575079797,9780575079793,0,4.17,Gollancz,Paperback,515.0,2007.0,2006.0
902715,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,"Abercrombie, Joe",,0575077883,9780575077881,0,4.29,Gollancz,Trade Paperback,441.0,2007.0,2007.0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,1635574048,9781635574043,0,4.44,Bloomsbury Publishing,Hardcover,803.0,2020.0,2020.0
833424,Reaper Man (Discworld #11),Terry Pratchett,"Pratchett, Terry",,0552134643,9780552134644,4,4.24,Corgi Books,Paperback,287.0,1992.0,1991.0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,,,5,3.88,Henry Holt and Company,Hardcover,435.0,2013.0,2013.0
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,4,3.97,Henry Holt & Company,Hardcover,358.0,2012.0,2012.0
36013042,Percy Jackson and the Singer of Apollo,Rick Riordan,"Riordan, Rick",,,,0,4.06,Disney Hyperion,Kindle Edition,32.0,2017.0,2013.0
26031279,Demigods & Magicians: Percy and Annabeth Meet the Kanes,Rick Riordan,"Riordan, Rick",Antonio Caparo,1484732782,9781484732786,0,4.33,Disney-Hyperion,Hardcover,224.0,2016.0,2016.0
18752963,The Crown of Ptolemy (Percy Jackson & Kane Chronicles Crossover #3),Rick Riordan,"Riordan, Rick",,148470987X,9781484709870,0,4.37,Disney-Hyperion,ebook,63.0,2015.0,2015.0
18752959,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),Rick Riordan,"Riordan, Rick",,1484721349,9781484721346,0,4.3,Disney-Hyperion,ebook,60.0,2014.0,2014.0
17312201,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",Rick Riordan,"Riordan, Rick",,,,0,4.26,Disney-Hyperion,ebook,40.0,2013.0,2012.0
12893742,"The Serpent's Shadow (The Kane Chronicles, #3)",Rick Riordan,"Riordan, Rick",,1423140575,9781423140573,0,4.27,Hyperion Books,Hardcover,406.0,2012.0,2012.0
9520360,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,"Riordan, Rick",,1423140591,9781423140597,0,4.41,Disney-Hyperion Books,Hardcover,544.0,2011.0,2011.0
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,0062662597,9780062662590,4,4.07,Harper Voyager,ebook,531.0,2018.0,2018.0
45857086,"The Burning God (The Poppy War, #3)",R.F. Kuang,"Kuang, R.F.",,0008339147,9780008339142,0,4.32,Harper Voyager,Hardcover,640.0,2020.0,2020.0
41118857,"The Dragon Republic (The Poppy War, #2)",R.F. Kuang,"Kuang, R.F.",,,,0,4.37,Harper Voyager,Hardcover,658.0,2019.0,2019.0
55927316,"The Drowning Faith (The Poppy War, #2.5)",R.F. Kuang,"Kuang, R.F.",,,,0,4.5,,ebook,15.0,2020.0,2020.0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,0679879242,9780679879244,0,4.0,Alfred A. Knopf Books for Young Readers,Hardcover,399.0,1996.0,1995.0
22435,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,"Greene, Brian",,0965900584,9780965900584,0,4.09,Alfred Knopf,Paperback,569.0,2004.0,2003.0
6969361,2 States: The Story of My Marriage,Chetan Bhagat,"Bhagat, Chetan",,8129115301,9788129115300,2,3.43,Rupa & Co,Paperback,269.0,2009.0,2009.0
105576,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,"Bhagat, Chetan",,8129104598,9788129104595,4,3.43,Rupa Publications,Paperback,267.0,2011.0,2004.0
22874559,Half Girlfriend,Chetan Bhagat,"Bhagat, Chetan",,8129135728,9788129135728,3,3.13,Rupa Publications India,Paperback,260.0,2014.0,2014.0
18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,1408852594,9781408852590,4,4.33,Bloomsbury Childrens,ebook,448.0,2014.0,2014.0
33208140,तितली,जयशंकर प्रसाद,"प्रसाद, जयशंकर",Jaishankar Prasad,,,4,3.95,Public Domain Books,Kindle Edition,300.0,,1985.0
4808763,The Last Question,Isaac Asimov,"Asimov, Isaac","Bob E. Flick, Jim Gallant",1884214495,9781884214493,5,4.57,Ziggurat Productions,Audio CD,9.0,2007.0,1956.0
76688,"Robots and Empire (Robot, #4)",Isaac Asimov,"Asimov, Isaac",,0586062009,9780586062005,5,4.19,Voyager,Paperback,512.0,1996.0,1985.0
41810,"The Robots of Dawn (Robot, #3)",Isaac Asimov,"Asimov, Isaac",,0553299492,9780553299496,4,4.17,Spectra,Paperback,435.0,1994.0,1983.0
30016,"The Naked Sun (Robot, #2)",Isaac Asimov,"Asimov, Isaac",Chris     Moore,,,5,4.16,HarperCollins Publishers,Mass Market Paperback,208.0,1996.0,1958.0
41811,The Caves of Steel (Robot #1),Isaac Asimov,"Asimov, Isaac",,,,5,4.18,Voyager,Mass Market Paperback,206.0,1997.0,1953.0
76679,Forward the Foundation (Foundation: Prequel #2),Isaac Asimov,"Asimov, Isaac",,0553565079,9780553565072,4,4.15,Bantam/Spectra,Paperback,464.0,1994.0,1993.0
30013,Prelude to Foundation,Isaac Asimov,"Asimov, Isaac",,,,5,4.13,Voyager,Paperback,464.0,1994.0,1988.0
29582,Foundation and Earth (Foundation #5),Isaac Asimov,"Asimov, Isaac",,0553587579,9780553587579,4,4.06,Spectra,Paperback,500.0,2004.0,1986.0
76683,Foundation's Edge (Foundation #4),Isaac Asimov,"Asimov, Isaac",,0553293389,9780553293388,4,4.14,Bantam/Spectra,Paperback,450.0,2010.0,1982.0
29580,Second Foundation (Foundation #3),Isaac Asimov,"Asimov, Isaac",,0553803735,9780553803730,5,4.25,Bantam Spectra,Hardcover,256.0,2004.0,1953.0
29581,Foundation and Empire (Foundation #2),Isaac Asimov,"Asimov, Isaac",,0553803727,9780553803723,5,4.21,Spectra Books,Hardcover,244.0,2004.0,1952.0
36045215,Jane Austen: Seven Novels,Jane Austen,"Austen, Jane",,,,5,4.57,OBG Classics,Kindle Edition,2398.0,2017.0,1813.0
36116851,The Merchant of Venice,William Shakespeare,"Shakespeare, William",,,,4,3.79,AmazonClassics,Kindle Edition,140.0,2017.0,1596.0
33220026,Prema (Hindi),Munshi Premchand,"Premchand, Munshi",,,,4,4.02,Public Domain Books,Kindle Edition,172.0,,2014.0
40736878,David Copperfield,Charles Dickens,"Dickens, Charles",,8175994282,9788175994287,0,4.01,Fingerprint Publishing,Paperback,924.0,2017.0,1849.0
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.","Banesh Hoffmann, Masolino D'Amico, Giorgio Manganelli",048627263X,9780486272634,0,3.81,"Dover Publications, Inc.",Paperback,96.0,1992.0,1884.0
11063358,Murder on the Orient Express,Agatha Christie,"Christie, Agatha",,,,0,4.18,HarperCollins,Kindle Edition,289.0,2010.0,1934.0
22823333,"The Eleventh Metal (Mistborn, #0.5)",Brandon Sanderson,"Sanderson, Brandon",,,,0,3.85,Crafty Games,ebook,21.0,2012.0,2012.0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,0061020680,9780061020681,5,4.2,Harpertorch,Mass Market Paperback,243.0,2001.0,1987.0
26114421,"The Dark Talent (Alcatraz, #5)",Brandon Sanderson,"Sanderson, Brandon",,0765381400,9780765381408,5,4.1,Starscape,Hardcover,281.0,2016.0,2016.0
7740659,"Alcatraz Versus the Shattered Lens (Alcatraz, #4)",Brandon Sanderson,"Sanderson, Brandon",,0439925576,9780439925570,4,4.13,Scholastic Press,Hardcover,294.0,2010.0,2010.0
53439886,"How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #3.5)",Holly Black,"Black, Holly",,,9780316540827,4,4.25,"Little, Brown Books for Young Readers",ebook,200.0,2020.0,2020.0
6366110,"Alcatraz Versus the Knights of Crystallia (Alcatraz, #3)",Brandon Sanderson,"Sanderson, Brandon",,043992555X,9780439925556,4,4.12,Scholastic Press,Hardcover,299.0,2009.0,2009.0
3485562,"Alcatraz Versus the Scrivener's Bones (Alcatraz, #2)",Brandon Sanderson,"Sanderson, Brandon",,0439925533,9780439925532,5,4.13,Scholastic Press,Hardcover,322.0,2008.0,2008.0
17250966,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,,,5,4.62,Tor Books,Kindle Edition,1270.0,2020.0,2020.0
623976,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",Brandon Sanderson,"Sanderson, Brandon",,0439925509,9780439925501,4,3.9,Scholastic Press,Hardcover,308.0,2007.0,2007.0
54511226,"Dawnshard (The Stormlight Archive, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,,,5,4.54,Dragonsteel Entertainment,Kindle Edition,171.0,2020.0,2020.0
13612970,"The Golden Tower (Magisterium, #5)",Holly Black,"Black, Holly","Cassandra Clare, Scott Fischer",,9780545522427,4,4.03,Scholastic Inc.,ebook,256.0,2018.0,2018.0
